Apparel ID,Apparel Name,Image Assets,Image URLs,Type,Age Range,Size,Cloth Material,Prize Range,Top Wear or bottom Wear,Texture,Gender,Colour,Cloth Sleeves,Events,Matching Body Type,Matching Face Type,Skin tone Matching,Undertone Matching
APRL_1928,Women's Embroidered Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1696.jpg,Women's Embroidered Kurta Set with Dupatta,Adult,M,"Cotton Blend, Art Silk Blend",Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Embroidered, Printed, Sheer",Female,"Lime Green, Dark Green, Multi-color print",Three-quarter sleeves,"festive, party, casual, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light, dark, ebony","warm, neutral, cool"
APRL_1929,Patiala Salwar Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1697.jpg,Patiala Salwar Suit,Adults,L,Georgette Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery",Female,Maroon,Three-quarter sleeves,"casual, party, festive, semi-formal, wedding","rectangle, inverted triangle, apple, hourglass, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1930,Embellished One-Shoulder Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1698.jpg,Embellished One-Shoulder Gown,Adults,L,Georgette Blend,Mid-Range,Full wear,"Pleated, Sequined, Draped, Smooth fabric",Female,Maroon,"One-shoulder (sleeveless), Draped sleeve","party, wedding, festive, formal","hourglass, pear, rectangle, inverted triangle","oval, round, square, heart","dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1931,Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1699.jpg,Sharara Suit,Adults,M,Georgette Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Intricate embroidery",Female,Sage Green,Full sleeves,"Wedding, Party, Festive, Formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1932,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1700.jpg,Kaftan Dress,Adults,Free Size,Chiffon,Mid-Range,Dress,"Smooth fabric, Intricate embroidery, Embellished",Female,Deep Purple,Kaftan sleeves,"Party, Wedding, Festive, Formal","rectangle, apple, pear, hourglass, inverted triangle","oval, round, square, heart","tan, olive, fair, light, dark","warm, neutral, cool"
APRL_1933,Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1701.jpg,Embellished Kaftan Dress,Adults,L,Chiffon,Mid-Range,Dress,"Smooth fabric, Embellishment, Sheer",Female,Red,"Full sleeves, Kimono sleeves","party, wedding, formal, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, heart","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1934,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1702.jpg,Embroidered Kaftan Dress,Adults,L,Georgette Blend,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,"White, Gold",Full sleeves,"party, wedding, festive, evening, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1935,Jacket Style Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1703.jpg,Jacket Style Anarkali Gown,Adults,L,Georgette Blend,High-Range,Ethnic Gown Set,"Embroidered, Shimmering, Smooth fabric, Pleated",Female,"Navy Blue, Gold",Full sleeves,"party, wedding, festive, formal, reception","hourglass, rectangle, pear","oval, round, diamond","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1936,Women's Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1704.jpg,Women's Abaya,Adults,L,Crepe,Mid-Range,Top wear,"Smooth fabric, Embroidery",Female,Dark Brown,Full sleeves,"daily wear, religious, casual, formal, special occasions","rectangle, apple, pear, hourglass, inverted triangle","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1937,Men's Kurta with Pajama,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1705.jpg,Men's Kurta with Pajama,Adults,L,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Textured pattern, Smooth fabric",Male,"Teal, White",Full sleeves,"casual, party, wedding, festive","rectangle, inverted triangle, apple","oval, round, square, rectangular","fair, light, olive, tan","cool, neutral"
APRL_1938,Women's Abaya with Hijab,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1706.jpg,Women's Abaya with Hijab,Adults,L,Polyester Blend,Mid-Range,Full-length garment,"Smooth fabric (Abaya), Smooth fabric, Printed (Hijab)",Female,"Black (Abaya), Multi-color (Hijab)",Full sleeves,"daily wear, religious events, casual, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1939,Women's Maroon Embroidered Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1707.jpg,Women's Maroon Embroidered Kurta Set with Dupatta,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Striped Dupatta, Embellishments",Female,Maroon,3/4 sleeves,"casual, party, wedding, formal, seasonal","rectangle, hourglass, pear, apple, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1940,Peach Embroidered Patiala Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1708.jpg,Peach Embroidered Patiala Suit,Adults,M,"Georgette Blend, Cotton Blend",Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Intricate embroidery",Female,Peach,3/4 sleeves,"casual, festive, party, wedding","hourglass, rectangle, inverted triangle","oval, round, rectangular","tan, olive, fair, light","warm, neutral"
APRL_1941,Embellished One-Shoulder Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1709.jpg,Embellished One-Shoulder Gown,Adults,M,Georgette Blend,High-Range,Full Outfit,"Smooth fabric, Embellishments, Pleated",Female,Teal Green,"One-shoulder, Draped","Party, Wedding, Festive, Formal","hourglass, pear, rectangle, inverted triangle","oval, round, heart, diamond","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_1942,Lavender Gold Embroidered Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1710.jpg,Lavender Gold Embroidered Sharara Suit,Adults,L,"Faux Georgette, Zari Embroidery",Mid-Range,Ethnic Suit Set,"Smooth fabric, Intricate golden embroidery, Scalloped edges",Female,"Lavender, Gold",Full sleeves,"Festive, Party, Wedding, Cultural events","hourglass, pear, rectangle, inverted triangle","oval, round, heart, square","fair, light, tan, olive","cool, neutral"
APRL_1943,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1711.jpg,Embroidered Kaftan Dress,Adults,Free Size,Chiffon Blend,Mid-Range,Full-length dress,"Smooth fabric, Flowy, Gold embroidery",Female,Black with Gold embroidery,Full-length Kaftan sleeves,"Party, Formal, Festive, Evening wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1944,Women's Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1712.jpg,Women's Embellished Kaftan Dress,Adults,Multiple,Chiffon,"Mid-Range, High-End",Full-length dress,"Sheer, flowing, Embellished, Intricate embroidery",Female,"Red, Gold","3/4 sleeves, Kaftan sleeves","formal, party, wedding, festive, special occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1945,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1713.jpg,Kaftan Dress,Adults,N/A,Chiffon,Mid-Range,Full-length Dress,"Smooth fabric, Intricate embroidery, Flowy",Female,"Black, Gold",Flared sleeves,"Party, Wedding, Formal, Festive, Evening wear","hourglass, pear, apple, rectangle","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1946,Women's Lehenga Choli Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1714.jpg,Women's Lehenga Choli Set,Adults,L,Art Silk Blend,High-Range,Set,"Woven Brocade, Smooth, Jacquard Pattern",Female,Mustard Yellow,Short Sleeves,"Wedding, Festive, Party, Traditional events","hourglass, pear, rectangle, inverted triangle","oval, round, heart","fair, light, tan, olive, dark","warm, neutral"
APRL_1947,Women's Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1715.jpg,Women's Abaya,Adults,L,Crepe,Mid-Range,Full Garment,"Smooth fabric, Embroidery",Female,Mauve,Full sleeves,"casual, religious, party, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, rectangular","fair, light, tan, olive","neutral, cool"
APRL_1948,Men's Kurta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1716.jpg,Men's Kurta,Adults,M,Silk Blend,Mid-Range,Top wear,"Woven geometric pattern, subtle texture",Male,Teal Blue,Full sleeves,"casual, party, wedding, formal, seasonal, festive","rectangle, inverted triangle, apple","oval, round, square","tan, olive, dark","warm, neutral"
APRL_1949,Kaftan Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1717.jpg,Kaftan Abaya,Adults,Free Size,Georgette Blend,Mid-Range,Dress / Full-length garment,"Smooth fabric, Beaded embroidery, Sequin embellishments",Female,Grey,"Batwing sleeves, Full sleeves","Casual, Religious events, Special occasions, Eid, Formal","apple, rectangle, pear, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1950,Women's Embroidered Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1718.jpg,Women's Embroidered Kurta Set with Dupatta,Adults,L,Rayon Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Embroidered neckline, Sheer printed dupatta",Female,"Beige, Brown, Multi-color",Three-quarter sleeves,"casual, party, festive, semi-formal","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart","fair, light, tan, olive, dark","warm, neutral"
APRL_1951,Women's Punjabi Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1719.jpg,Women's Punjabi Suit,Adults,M,Rayon Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Embroidery, Printed",Female,"Teal, Multi-color embroidery",Three-quarter sleeves,"casual, party, wedding, festive, formal","rectangle, hourglass, apple, inverted triangle","oval, round, heart, diamond","dark, tan, olive, fair, light","neutral, cool"
APRL_1952,Embroidered Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1720.jpg,Embroidered Anarkali Gown,Adults,M,Georgette Blend,Mid-Range,Gown,"Smooth fabric, Sequin embroidery",Female,Navy Blue,Flared full sleeves,"party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_1953,Women's Embroidered Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1721.jpg,Women's Embroidered Sharara Suit,Adults,L,Silk Blend,Mid-Range,Suit (Top,"Rich embroidery, Smooth fabric, Flowy",Female,"Teal Green, Gold",Full sleeves,"Wedding, Party, Festive, Formal","pear, rectangle, hourglass, inverted triangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1954,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1722.jpg,Embroidered Kaftan Dress,Adults,Free Size,Georgette,Mid-Range,Full outfit,"Smooth fabric, Sheer, Intricate embroidery, Embellished",Female,Fuchsia,"Full sleeves, Batwing","Party, Wedding, Festive, Evening, Cultural","hourglass, pear, apple, inverted triangle, rectangle","oval, heart, diamond","fair, light, tan, olive, dark, ebony","cool, neutral"
APRL_1955,Women's Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1723.jpg,Women's Embellished Kaftan Dress,Adults,L,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Beaded embroidery, Sheer sleeves",Female,Magenta,Full Kaftan sleeves,"party, wedding, festive, formal, evening","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1956,Women's Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1724.jpg,Women's Embroidered Kaftan Gown,Adults,Free Size,Crepe,Mid-Range,Dress,"Smooth fabric, Intricate Gold Embroidery",Female,"Royal Blue, Gold",Full sleeves,"party, wedding, formal, festive, traditional","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_1957,Women's Embroidered Lehenga Choli Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1725.jpg,Women's Embroidered Lehenga Choli Set,Adults,M,Georgette Blend,Mid-Range,"Top wear, Bottom wear",Embroidered,Female,Light Green,Three-quarter sleeves,"wedding, party, festive, formal, traditional","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1958,Embroidered Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1726.jpg,Embroidered Abaya,Adults,Free Size,Polyester Blend,Mid-Range,Outerwear,"Smooth fabric, Floral Embroidery",Female,Black with Pink and Gold embroidery,"Full length, Bell sleeves","Casual, Festive, Party, Religious","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1959,Men's Sequined Kurta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1727.jpg,Men's Sequined Kurta,Adults,L,Polyester Blend,Mid-Range,Top wear,"Sequined, Textured fabric",Male,Yellow,Full sleeves,"festive, party, wedding, ceremonial","rectangle, inverted triangle, apple","oval, round, square","tan, olive, dark","warm, neutral"
APRL_1960,Two-tone Kaftan Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1728.jpg,Two-tone Kaftan Abaya,Adults,Free size,Polyester Blend,Mid-Range,Full outfit,"Smooth fabric, Flowy",Female,"Teal, Black","Dolman sleeves, Full sleeves","Casual, Formal, Religious occasions, Everyday wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1961,Women's Embroidered Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1729.jpg,Women's Embroidered Kurta Set with Dupatta,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery",Female,"Teal, Yellow",3/4th sleeves,"Casual, Festive, Formal, Party","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1962,Floral Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1731.jpg,Floral Maxi Dress,Adults,M,Chiffon,Mid-Range,Dress,"Smooth fabric, Floral print",Female,Purple,Full sleeves,"casual, party, festive, summer, outdoor events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","fair, light, tan, olive","cool, neutral"
APRL_1963,Women's Embroidered Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1732.jpg,Women's Embroidered Sharara Suit,Adults,M,"Rayon Blend, Zari Work",Mid-Range,"Top wear, Bottom wear","Smooth fabric, Brocade pattern, Embellished borders, Tassels",Female,Yellow,3/4th sleeves,"festivals, weddings, parties, ceremonies, ethnic wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark, ebony","warm, neutral"
APRL_1964,Embellished Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1733.jpg,Embellished Kaftan,Adults,L,Chiffon,Mid-Range,Dress,"Smooth, Flowy, Embroidered, Embellished",Female,Red,"Kaftan sleeves, Full sleeves","party, wedding, formal, festive, special occasion","rectangle, apple, pear, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light, dark","warm, neutral"
APRL_1965,Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1734.jpg,Embroidered Kaftan Gown,Adults,Free Size,Chiffon,Mid-Range,Dress,"Smooth fabric, Embroidery, Flowing",Female,"Aqua Blue, Gold","Kaftan sleeves, Full sleeves","party, wedding, formal, festive","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive","cool, neutral"
APRL_1966,Women's Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1735.jpg,Women's Embroidered Kaftan Gown,Adults,L,Georgette Blend,Mid-Range,Dress,"Smooth fabric, Intricate Embroidery",Female,"Maroon, Gold",Full Bell Sleeves,"Party, Wedding, Formal, Festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1967,Women's Lehenga Choli Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1736.jpg,Women's Lehenga Choli Set,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Printed (Ikat-style), Pleated (skirt)",Female,"Green, Mustard Yellow, Gold, Red",Short sleeves,"Festive, Wedding, Party, Traditional","hourglass, pear, rectangle, inverted triangle","oval, round, heart","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1968,Modest Button-Down Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1737.jpg,Modest Button-Down Abaya Dress,Adults,L,Polyester Blend,Mid-Range,Full length dress,"Smooth fabric, Ruffled hem, Pleated neckline, Embroidered headscarf",Female,Mauve,Full sleeves,"Casual, Formal, Religious events, Party","rectangle, pear, apple, hourglass, inverted triangle","oval, round, rectangular, square","fair, light, olive, tan","cool, neutral"
APRL_1969,Men's Kurta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1738.jpg,Men's Kurta,Adult,M,Silk Blend,Mid-Range,Top wear,"Textured fabric, Geometric pattern, Sheen",Male,Teal Blue,Full sleeves,"casual, party, wedding, festive, formal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","tan, olive, fair, light","neutral, cool"
APRL_1970,Women's Layered Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1739.jpg,Women's Layered Abaya Dress,Adults,Free Size,Georgette Blend,Mid-Range,Full Length Dress,"Smooth fabric, Embellished, Flowy",Female,Black,Full sleeves,"casual, party, formal, seasonal, ethnic, religious","rectangle, apple, pear, inverted triangle","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1971,Women's Printed Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1740.jpg,Women's Printed Kurta Set with Dupatta,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Floral print, Striped, Sheer dupatta",Female,"Off-white, Pink",3/4 sleeves,"casual, festive, party, ethnic wear","hourglass, pear, rectangle, apple","oval, round, square","fair, light, olive, tan","warm, neutral"
APRL_1972,Sequin Embellished Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1741.jpg,Sequin Embellished Anarkali Gown,Adults,L,Georgette Blend with Sequin Work,Mid-Range,Gown,"Embellished, Sequin, Flowy fabric",Female,Plum,"Full sleeves, Bell sleeves","Party, Wedding, Festive, Formal, Special occasions","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_1973,Women's Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1742.jpg,Women's Sharara Suit,Adults,M,Georgette Blend,Mid-Range,Suit set,"Smooth fabric, Foil print, Embellished",Female,Mustard Yellow,Full sleeves,"Festive, Party, Wedding, Cultural events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light, dark","warm, neutral"
APRL_1974,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1743.jpg,Embroidered Kaftan Dress,Adults,Free Size,Georgette,Mid-Range,Dress,"Smooth fabric, Intricate embroidery, Flowing",Female,Light Peach,"Batwing Sleeves, Full length","Party, Wedding, Festive, Eid, Formal","apple, rectangle, pear, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light, dark, ebony","warm, neutral"
APRL_1975,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1744.jpg,Embroidered Kaftan Dress,Adults,M,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Embroidery, Flowy",Female,Coral,Kaftan sleeves,"casual, party, resort, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1976,Embroidered Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1745.jpg,Embroidered Kaftan,Adults,Free Size,Georgette,Mid-Range,Full-length dress,"Smooth, Flowy fabric, Heavy Embroidery, Embellished",Female,"Blue, Gold","Full sleeves, Bell sleeves","Party, Wedding, Festive, Formal, Evening wear, Special Occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1977,Embroidered Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1747.jpg,Embroidered Abaya,Adults,Various,Polyester Blend,Mid-Range,Full-length dress,"Smooth fabric, Embroidery",Female,Dark Green,"Flared sleeves, Full sleeves","Casual, Formal, Festive, Modest Wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1978,Men's Kurta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1748.jpg,Men's Kurta,Adult,L,Art Silk Blend,Mid-Range,Top wear,Smooth fabric,Male,Pink,Full sleeves,"casual, party, festive, wedding","rectangle, inverted triangle, apple, pear","oval, round, square, heart, rectangular","fair, light, tan, olive","neutral, cool"
APRL_1979,Men's Pyjama,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1748.jpg,Men's Pyjama,Adult,L,Art Silk Blend,Mid-Range,Bottom wear,Smooth fabric,Male,Off-white,N/A,"casual, party, festive, wedding","rectangle, inverted triangle, apple, pear",N/A,"ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1980,Women's Embroidered Kaftan Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1749.jpg,Women's Embroidered Kaftan Abaya,Adults,Free size,Polyester Blend,Mid-Range,Full-body dress,"Smooth fabric, Floral embroidery",Female,"Dark Brown, Gold (embroidery), Black (inner hijab)","Batwing sleeves, Full sleeves","casual, festive, special occasions, Eid, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1981,Women's Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1750.jpg,Women's Kurta Set with Dupatta,Adults,L,"Cotton Blend, Organza",Mid-Range,"Top wear, Bottom wear","Smooth fabric, Foil print, Sheer, Gota Patti",Female,Lavender,Full sleeves,"casual, party, festive, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1982,Embellished Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1751.jpg,Embellished Anarkali Gown,Adults,Variable,"Georgette Blend, Sequin Embellishments",Mid-Range,Full-length Ethnic Wear,"Smooth fabric, Embellished, Geometric pattern, Flowy",Female,Teal,"Full sleeves, Flared cuffs","Party, Wedding, Festive, Formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
