Apparel ID,Apparel Name,Image Assets,Image URLs,Type,Age Range,Size,Cloth Material,Prize Range,Top Wear or bottom Wear,Texture,Gender,Colour,Cloth Sleeves,Events,Matching Body Type,Matching Face Type,Skin tone Matching,Undertone Matching
APRL_199,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_59.jpg,full shot,Adults,N/A,Synthetic Blend,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,"Blue, Gold",Full sleeves,"formal, party, wedding, traditional","rectangle, pear, apple, hourglass","oval, round, square, heart, rectangular","tan, olive, dark, light, fair","neutral, cool"
APRL_200,Blue Embellished Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_60.jpg,traditional,Adults,L,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Embroidery, Embellished",Female,"Blue, Silver",Full sleeves,"party, wedding, formal, evening","hourglass, pear, rectangle","oval, round, square","dark, tan, olive, fair, light","neutral, cool"
APRL_201,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_61.jpg,original,Adults,L/XL,Georgette,High-Range,Dress,"Smooth fabric, Beadwork, Embroidery",Female,"Royal Blue, Silver",Long sleeves,"Party, Wedding, Formal, Festive","hourglass, pear, rectangle, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","neutral, cool, warm"
APRL_202,Wide Leg Pants,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_62.jpg,pants,Adults,S-XL,Polyester Blend,Mid-Range,Bottom wear,"Smooth, Flowy",Female,Light Pink,null,Casual party semi-formal,pear apple inverted triangle rectangle,null,ebony dark tan olive fair light,warm neutral cool
APRL_203,Hooded Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_63.jpg,Full view,Adults,Various Sizes,Denim Blend,Mid-Range,Dress,"Smooth fabric, Panel details",Female,"Dark Blue, Light Blue",Full sleeves,"casual, everyday, sporty casual","pear, apple, inverted triangle, rectangle","oval, round, heart","ebony, dark, tan, olive, fair, light","neutral, cool"
APRL_204,Ethnic Embellished Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_64.jpg,full image,Adults,Not specified,Chiffon with embellishments,Mid-Range,Full Dress,"Smooth fabric, Embellishments",Female,Black,Short sleeves,"formal, party, cultural events, wedding","hourglass, pear, rectangle, apple, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_205,Embroidered Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_65.jpg,full view,Adults,M,Georgette Blend,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,"White, Black",3/4 sleeves,"casual, party, festive, semi-formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_206,Embellished Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_66.jpg,Full view,Adults,Multiple Sizes,Chiffon/Georgette with Embroidery and Beads,"Mid-Range, High-Range",Dress/Gown,"Smooth fabric, Heavy embroidery, Beading",Female,"Pink, Fuchsia","Kaftan sleeves, Flowing sleeves","Formal, Party, Wedding, Special Occasion","rectangle, apple, hourglass, pear","oval, round, square","ebony, dark, tan, olive, fair, light","neutral, cool"
APRL_207,Sherwani Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_67.jpg,traditional,Adults,L,"Silk Blend, Jacquard",High-Range,Ethnic Ensemble,"Jacquard weave, Embroidered",Male,"Pink, White, Beige, Gold",Full sleeves,"wedding, party, formal, festive","rectangle, inverted triangle","oval, round, square","fair, light, tan, olive","warm, neutral"
APRL_208,Embellished Robe,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_68.jpg,full shot on mannequin,Adults,Free Size,Velvet,High-Range,Outerwear/Robe,"Velvety, Embellished",Female,Green,Long sleeves,"party, formal, wedding, special occasion","hourglass, pear, apple, rectangle","oval, round, heart","ebony, dark, tan, olive, light","warm, neutral, cool"
APRL_209,Embroidered Open Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_69.jpg,Abaya,Adults,Various Sizes,Smooth Fabric,Mid-Range,Top wear,"Smooth fabric, Embroidery, Tassels",Female,"Green, Gold","Long sleeves, Wide sleeves","Formal, Special Occasion, Cultural, Party","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_210,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_70.jpg,traditional,Adults,,Fabric Blend,Mid-Range,Dress,"Smooth fabric, Patterned trim",Female,"Dusty Rose, Black, White, Brown",Full sleeves,"casual, religious, formal, party","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","fair, light, tan, olive","neutral, cool, warm"
APRL_211,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_71.jpg,abaya,Adults,Various,Synthetic Blend,Mid-Range,Full Length Garment,"Smooth fabric, Embroidery",Female,Brown,Full sleeves,"casual, religious, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_212,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_72.jpg,Image,Adults,L,Synthetic Blend,Mid-Range,Top wear,Smooth fabric,Female,Mauve,Full sleeves,"casual, daily wear, semi-formal","hourglass, pear, rectangle, apple, inverted triangle","oval, round, rectangular","dark, tan, olive, fair, light","neutral, cool"
APRL_213,Modest Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_73.jpg,full shot,Adults,M,Cotton Blend,Mid-Range,Dress,Textured fabric,Female,Grey,Full sleeves,"casual, everyday, prayer, cultural events","rectangle, apple, inverted triangle","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_214,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_74.jpg,full shot,Adults,Free Size,Polyester,Mid-Range,Full Length Garment,"Smooth fabric, Zipper closure",Female,Dark Grey,Full sleeves,"casual, religious, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_215,Women's Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_75.jpg,traditional,Adults,M,Georgette/Crepe,Mid-Range,Top wear,Smooth fabric,Female,Mauve,Full sleeves,"casual, formal, party, religious","rectangle, apple, pear, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","light, fair, olive, tan","neutral, cool"
APRL_216,Abaya Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_76.jpg,Abaya and Hijab Set,Adults,,Synthetic Blend,,Full set,"Smooth, Flowing",Female,Dusty Rose,"Full sleeves, Loose","Casual, Religious, Everyday, Modest Fashion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_217,Khimar Abaya with Niqab,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_77.jpg,studio shot,Adults,Free Size,Polyester Blend,Mid-Range,Outerwear,"Smooth, Flowing fabric",Female,Teal Green,Full sleeves,"religious, casual, daily wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","dark, tan, olive, fair, light","warm, neutral, cool"
APRL_218,Abaya with Niqab,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_78.jpg,Abaya Niqab,Adults,Free Size,Polyester,Mid-Range,Full Body Wear,"Smooth, Flowing",Female,Black,Full sleeves,"vacation, casual, everyday wear, religious, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_219,Islamic Prayer Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_79.jpg,studio,Adults,Free Size,Polyester Blend,Mid-Range,Outerwear,"Smooth, Flowing",Female,Light Pink,Long sleeves,"Religious, Daily wear, Occasional","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_220,Modest Swimsuit (Burkini),,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_80.jpg,"Full body swimsuit, floral print top, solid bottom with skirt overlay, head covering, zipper front",Adults,Various,Polyester/Spandex Blend,Mid-Range,Full Body Swimwear,"Smooth, Stretchy, Printed",Female,"Navy Blue, Multi-color Floral",Full sleeves,"vacation, Swimming, Beach, Pool, Water sports","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","neutral, cool, warm"
APRL_221,Modest Swimwear Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_81.jpg,original,Adults,Unknown,Polyester Blend,Unknown,"Top wear, Bottom wear","Smooth fabric, Embroidery",Female,Maroon,Full sleeves,"vacation, Swimming, Beach, Pool","pear, inverted triangle, apple, rectangle","oval, round, diamond","fair, light, olive, dark","warm, neutral"
APRL_222,Striped Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_82.jpg,model wearing dress,Adults,multiple,Flowy Fabric,Mid-Range,Dress,"Smooth, Striped",Female,Multi-colour,Short Kaftan Sleeve,"casual, party, resort","rectangle, apple, hourglass","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_223,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_83.jpg,bohemian,Adults,Free Size,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Printed",Female,Black and White,Batwing sleeves,"casual, beachwear, resort, party","apple, rectangle, inverted triangle, pear","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_224,Multi-colour Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_84.jpg,contemporary,Adults,Multiple Sizes,Satin Blend,Mid-Range,Dress,"Smooth fabric, Printed",Female,Multi-colour,Kimono sleeves,"Casual, party, seasonal, vacation","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_225,Printed Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_85.jpg,kaftan_dress_geometric_print,Adults,M,Silk Blend,Luxury,Dress,"Smooth fabric, Geometric print",Female,Multi-colour,"Kaftan sleeves, Elbow length","casual, party, resort, evening","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_226,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_86.jpg,kaftan\_stripe\_multicolor,Adults,Loose Fit,Silk Blend,High-Range,Dress,"Smooth fabric, Striped pattern",Female,"Blue, Black, Pink, Beige, Green",Wide sleeves,"casual, party, resort, formal","rectangle, apple, inverted triangle, pear, hourglass","oval, rectangular, diamond, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_227,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_87.jpg,studio shot,Adults,Free Size,Silk Blend,Mid-Range to High-Range,Dress,"Smooth, Printed",Female,"Cream, Black, Red, Mint Green","Kaftan sleeves, Below elbow","casual, party, resort wear, special occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_228,Mens Sherwani Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_88.jpg,full length view of model wearing a pink patterned sherwani set,Adults,L,Silk Blend,Mid-Range,"Top wear, bottom wear","Textured pattern, smooth fabric",Male,"Pink, Cream",Full sleeves,"wedding, party, formal, seasonal","rectangle, inverted triangle, pear, apple","oval, round, square, rectangular","fair, light, tan, olive, dark","warm, neutral, cool"
APRL_229,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_89.jpg,"Full length view, front view",Adults,Not specified,Silk Blend,Not specified,One-piece,"Smooth fabric, Abstract geometric print",Female,"Multi-colour (Blue, White, Black, Yellow, Light Blue, Mint Green)",Wide sleeves,"Casual, Vacation, Resort, Party","rectangle, pear, apple, hourglass","oval, round, square","ebony, dark, tan, olive, fair, light","neutral, cool, warm"
APRL_230,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_90.jpg,main,Adults,L,Silk Blend,High-Range,Dress,"Smooth fabric, Striped pattern",Female,"Black, White, Beige, Brown",Open Kaftan sleeves,"casual, party, formal, seasonal","apple, pear, inverted triangle, rectangle, hourglass","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_231,Lehenga Choli with Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_91.jpg,traditional attire full shot,Adults,L,Georgette Blend,Mid-Range to High-Range,Lehenga Set,"Pleated, Embellished, Flowy",Female,Taupe,Long sleeves,"Wedding, Party, Festive, Formal","hourglass, pear, rectangle","oval, round, heart","light, fair, olive, tan","neutral, warm"
APRL_232,Anarkali Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_92.jpg,traditional,Adults,L,Georgette,Mid-Range,Suit Set,"Tiered, Embroidered, Embellished",Female,Olive Green,Full sleeves,"party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, rectangular","tan, olive, fair, light, dark, ebony","warm, neutral"
APRL_233,Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_93.jpg,Sharara Suit,Adults,,Georgette Blend,High-Range,"Top wear, bottom wear, dupatta","Embellished, Textured fabric",Female,Green,Full sleeves,"wedding, party, festival, formal","hourglass, pear, rectangle","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_234,Anarkali Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_94.jpg,traditional,Adults,L,Georgette,Mid-Range,"Top wear, Bottom wear","Flowy fabric, Embroidery",Female,"Pink, Green, Gold",Full sleeves,"party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_235,Embellished Anarkali Gown with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_95.jpg,ethnic wear,Adults,L,Embellished Georgette,Mid-Range,Outfit,"Sequins, Embroidery, Flowy",Female,Pink,Full sleeves,"party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","light, fair, tan, olive","neutral, cool"
APRL_236,Mens Kurta Pajama Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_96.jpg,traditional,Adults,L,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Jacquard fabric, Small motifs, Smooth",Male,"Dark Green, White",Full sleeves,"casual, party, wedding, festive","rectangle, inverted triangle, apple, pear, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_237,Men's Kurta Pyjama Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_97.jpg,traditional,Adults,Not Specified,Cotton Blend,Not Specified,"Top wear, Bottom wear","Textured fabric, Embroidery",Male,White,Full sleeves,"casual, party, wedding, traditional, formal, seasonal","rectangle, inverted triangle, apple","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_238,Men's Kurta Pajama Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_98.jpg,traditional,Adults,L,Silk Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Mirror work",Male,Teal,Full sleeves,"festive, party, wedding, semi-formal","rectangle, inverted triangle, apple","oval, round, square","dark, olive, fair, light","neutral, cool"
APRL_239,Mens Kurta Pajama Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_99.jpg,traditional,Adults,L,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Textured fabric, Embroidery",Male,"Light Peach, White",Full sleeves,"casual, party, wedding, formal, seasonal, festive","rectangle, inverted triangle, apple","oval, round, square","light, fair, tan, olive","neutral, warm"
APRL_240,Mens Kurta Pajama Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_100.jpg,traditional,Adults,L,Cotton Blend,Mid-Range,Top wear and bottom wear,"Textured fabric, Embroidery",Male,Purple,Full sleeves,"casual, party, wedding, formal, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square","fair, light, dark, olive, tan","warm, neutral, cool"
APRL_241,Mens Kurta Pajama,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_101.jpg,traditional menswear,Adults,Standard,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery/Pattern",Male,"Black, White",Full sleeves,"casual, party, wedding, festive, formal","rectangle, inverted triangle, apple","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_242,Men's Kurta Pajama Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_102.jpg,traditional,Adults,L,Cotton Blend,Mid-Range,Top wear,"Textured fabric, Embroidery",Male,"Maroon, White",Full sleeves,"casual, party, wedding, formal, seasonal, festive","rectangle, inverted triangle, apple, pear","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_243,Thobe,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_103.jpg,traditional,Adults,L,Linen Blend,Mid-Range,Full garment,"Textured fabric, Embroidery",Male,Light Grey,Long sleeves,"casual, religious, formal, traditional","pear, apple, inverted triangle, rectangle","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_244,Men's Thobe,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_104.jpg,present,Adults,Multiple Sizes,Polyester Blend,Moderate,Full length garment,"Smooth fabric, Embroidered neckline",Male,White,"Short/3/4 sleeves, Wide sleeves","vacation, casual, formal, religious events, daily wear","rectangle, inverted triangle, apple","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_245,Mens Thobe/Kandora,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_105.jpg,traditional,Adults,L,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Embroidery",Male,Grey,3/4 sleeves,"vacation,casual, formal, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_246,Mens Thobe,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_106.jpg,thobe_image,Adults,N/A,Polyester Blend,Mid-Range,Full Length Robe,"Smooth fabric, Stitching detail",Male,Light Grey,Short sleeves,"vacation, daily wear, prayer, casual, formal","rectangle, apple, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_247,Black Embroidered Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_107.jpg,full shot,Adults,L,"Velvet, Embroidery",Mid-Range,Dress,"Smooth fabric, Embroidery",Female,"Black, Multi-colour embroidery",Long sleeves,"casual, party, formal, special occasion, wedding","apple, pear, rectangle, inverted triangle","oval, heart, diamond, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_248,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_108.jpg,abaya,Adults,Standard,Poly-crepe,Mid-Range,Outerwear,"Smooth fabric, Cutwork pattern",Female,"Black, White",Wide sleeves,"casual, daily wear, religious","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_249,Men's Indo-Western Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_109.jpg,"traditional, festive",Adults,N/A,"Brocade Silk, Silk Blend",N/A,Outfit (Top wear + Bottom wear),"Textured fabric, Geometric pattern, Smooth fabric",Male,"Pink, Gold, Off-White",Full sleeves,"wedding, party, festive, formal","rectangle, inverted triangle, apple, pear","oval, rectangular, diamond","fair, light, olive, tan","warm, neutral"
APRL_250,Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_110.jpg,Full shot,Adults,,Synthetic Blend,Mid-Range,Full length garment,"Smooth fabric, Ruffles",Female,"Black, Grey, Pink",Bell sleeves with ruffles,"casual, religious occasions, modest wear, social gatherings","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_251,Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_111.jpg,full_length_kaftan,Adults,Free Size,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Embellished, Patterned",Female,White,"Full sleeves, Batwing","vacation,casual, party, evening, cultural","apple, pear, rectangle, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_252,Women's Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_112.jpg,kaftan\_dress\_asset,Adults,L,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Embellishments",Female,"Black, Gold, Red",Full Batwing sleeves,"vacation, casual, party, wedding, formal, seasonal","pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_253,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_113.jpg,traditional,Adults,Free Size,Synthetic Blend,Mid-Range,Outerwear,"Smooth fabric, Embellished, Beaded, Sequined, Fringe",Female,Black,Long sleeves,"vacation, casual, formal, party, religious, seasonal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_254,Men's Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_114.jpg,traditional,Adults,L,Linen Blend,Mid-Range,Apparel,Smooth fabric,Male,White,Short sleeves,"vacation, casual, resort, cultural","rectangle, apple, pear, inverted triangle","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_255,Men's Thobe,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_115.jpg,image,Adults,L,Fabric Blend,N/A,Full body wear,"Smooth fabric, plain weave",Male,Brown,Short sleeves,"vacation, casual, traditional, religious","rectangle, inverted triangle, apple","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_256,Men's Thobe/Jubbah,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_116.jpg,traditional,Adults,L,Cotton Blend,Mid-Range,Traditional wear,Subtle texture,Male,Black,Short sleeves,"casual, religious, cultural, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_257,Mens Loose Tunic,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_117.jpg,image,Adult,L,Linen Blend,Mid-Range,Full-length garment,"Textured, Woven",Male,Yellow,3/4 sleeves (rolled),"vacation, casual, beach, comfort, lounge","rectangle, apple, inverted triangle","oval, square, rectangular","dark, tan, olive, fair, light","warm, neutral"
APRL_258,Men's Long T-shirt Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_118.jpg,studio,Adults,L,Cotton Blend,Mid-Range,One-piece garment,"Soft knit fabric, Plain",Male,Grey,Short sleeves,"vacation, casual, lounge, travel","rectangle, apple, pear, inverted triangle","oval, round, square, rectangular","fair, light, olive, tan, dark, ebony","warm, neutral, cool"
APRL_259,Men's Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_119.jpg,full_body,Adults,Free Size,Cotton Blend,Mid-Range,Full garment,Textured,Male,Black,Short sleeves,"casual, religious","rectangle, inverted triangle, apple, pear, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
